qid,dataset,question,predicted,ground_truth,soft_score,is_exact,is_hallucination,latency_s,model_calls,q_type,pass2_fired,pass3_fired,condition
v2_29,vqav2,Which room is this?,bedroom,bedroom|bedroom|bedroom|bedroom|bedroom|bedroom|bedroom|bedroom|bedroom|bedroom,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_30,vqav2,Is the bed white?,no,yes|yes|no|yes|no|no|yes|yes|yes|yes,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_31,vqav2,Could this be a hotel room?,yes,no|no|no|no|no|no|yes|no|no|no,0.3333333333333333,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_32,vqav2,Is the bed made?,yes,"yes|yes|no|yes|yes|yes|yes, just one|yes|yes|no",1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_33,vqav2,Are there bed headboards present in the photo?,yes,no|no|no|no|no|no|no|no|no|no,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_34,vqav2,Is there a mirror in the room?,yes,no|no|no|no|no|no|no|no|no|no,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_35,vqav2,What kind of room is this?,bedroom,bedroom|bedroom|bedroom|bedroom|bedroom|bedroom|bedroom|bedroom|bedroom|bedroom,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_36,vqav2,How many chairs are in the photo?,1,1|1|1|1|1|1|1|1|1|1,1.0,True,False,0.08456924557685852,1,math,False,False,no_consistency
v2_37,vqav2,Is the desk cluttered?,no,no|no|no|no|no|no|no|no|no|no,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_38,vqav2,Has the bed been made?,yes,yes|yes|no|no|yes|yes|yes|no|no|yes,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_39,vqav2,How many seats are there?,1,1|1|1|1|1|1|1|1|1|1,1.0,True,False,0.08456924557685852,1,math,False,False,no_consistency
v2_40,vqav2,How many frames are on the wall?,7,7|7|7|7|7|7|7|7|7|7,1.0,True,False,0.08456924557685852,1,math,False,False,no_consistency
v2_41,vqav2,What color are the walls?,white,white|off white|off white|white|white|beige|white|white|white|white,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_42,vqav2,Are there any boxes in the room?,yes,no|no|no|no|no|no|no|no|no|no,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_43,vqav2,Could this be a multi-purpose room?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_44,vqav2,What animal print does that chair resemble?,giraffe,panther|none|leather|dog|cat|none|none|none|none|dog,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_45,vqav2,What is behind the foot of the bed?,a desk,chair|chair|chair|wall|chair|chair|chair|chair|chair|chair,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_46,vqav2,What is the size of the bed?,twin,queen|queen|queen|queen sized|full|queen|queen|double|king|queen,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_47,vqav2,How many pictures on the wall?,7,7|7|7|7|7|7|7|7|6|7,1.0,True,False,0.08456924557685852,1,math,False,False,no_consistency
v2_48,vqav2,Will this kid leave the powdered sugar on his face?,[ii],yes|no|yes|no|yes|yes|no|yes|yes|yes,0.0,False,True,0.08456924557685852,2,simple,True,False,no_consistency
v2_49,vqav2,What is the child eating?,a donut,donut|donut|donut|doughnut|donut|donut|donut|donut hole|donut|donut,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_50,vqav2,Is this person wearing a tie?,yes,no|no|no|no|no|no|no|no|no|no,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_51,vqav2,What color is the kids hair?,brown,blonde|blonde|blonde|blonde|blonde|blonde|blonde|blonde|blonde|blonde,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_52,vqav2,Is the man's tie purple?,no,no|no|no|no|no|no|no|no|no|no,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_53,vqav2,Where was the picture taken of the man?,in front of a tree,in forest|in jungle|park|forest|forest|outside|forest|not sure|outside|hawaii,0.0,False,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_54,vqav2,What is the man wearing on his head?,a tie,plant life|hat|hat|hat|silly hat|palm leaves|leaf-hat|hat|hat|crown,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_55,vqav2,Is this a designer tie?,no,no|no|no|no|no|no|no|no|no|no,1.0,True,False,0.08456924557685852,1,text_reading,False,False,no_consistency
v2_56,vqav2,Is this photo color?,no,no|no|no|no|no|no|no|no|no|no,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_57,vqav2,Does the door open inward or outward?,outward,inward|outward|inward|outward|outward|not sure|outward|out|inward|inward,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_58,vqav2,Is there a drainage in the pic?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_59,vqav2,What does the sentence on the top say?,this is camping,this is camping|this is camping|this is camping|this is camping|this is camping|this is camping|this is camping|this is camping|this is camping|this is camping,1.0,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_60,vqav2,What kind of vehicle is the RV pulling on the bottom picture?,bus,jeep|bus|jeep|brown|suv|suv|car|jeep|jeep|jeep,0.3333333333333333,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_61,vqav2,Where is the camping tent?,in the woods,forest|in wood|woods|woods|in woods|top picture|top picture|top picture|campground|woods,0.3333333333333333,True,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_62,vqav2,What color are the gym shoes?,black,white|white|white|white|white and black|white|white|white|white|white,0.0,False,False,0.08456924557685852,1,simple,False,False,no_consistency
v2_63,vqav2,Is there a red sandal here?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0,False,True,0.08456924557685852,1,simple,False,False,no_consistency
v2_64,vqav2,What color is the flip flop?,white,black|red|red|red|red and blue|red|red|red|red|red,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_65,vqav2,Are there players in the dugout?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_66,vqav2,Is the battery looking at the ball?,yes,no|no|yes|no|no|no|no|no|yes|yes,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_67,vqav2,How many people are on the field?,8,3|3|3|3|3|3|3|3|3|3,0.0,False,True,0.08783631026744843,1,math,False,False,no_consistency
v2_68,vqav2,How many signs?,four,4|4|4|4|4|4|4|4|4|4,1.0,True,False,0.08783631026744843,1,text_reading,False,False,no_consistency
v2_69,vqav2,What color is the Salisbury Rd. sign?,red and yellow,"white with blue lettering|white and blue|white|blue and white|white, brown|white|white|not sure|white|white and blue",0.0,False,False,0.08783631026744843,1,text_reading,False,False,no_consistency
v2_70,vqav2,What does the last sign say?,ross rd,ross st|ross st|ross st|ross st|ross st|ross street|ross|ross st|ross st|camperdown ross st,0.0,False,False,0.08783631026744843,1,text_reading,False,False,no_consistency
v2_71,vqav2,What color is the sign?,red,"red and yellow|red|red|orange, yellow, white, black|red and yellow|red/yellow|red orange|red and orange|red and yellow|red",1.0,True,False,0.08783631026744843,1,text_reading,False,False,no_consistency
v2_72,vqav2,Can you turn right or left in the tunnel?,yes,no|no|no|no|no|no|right|no|no|no,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_73,vqav2,What color is the plant?,light blue,"green|white|green|green|green|green|green|red, orange|green|green",0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_74,vqav2,What color is the woman's shirt on the left?,dark blue,black|black|black|black|black|black|black|blonde|black|black,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_75,vqav2,What type of beverage is being displayed?,vodka,wine|wine|wine|wine|wine|wine|wine|wine|wine|wine,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_76,vqav2,Why are some people wearing hats?,cold weather,they aren't|fashion|no hats|none are wearing hats|none are|style|nobody's wearing hats|nobody is wearing hats|to keep warm|they are not,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_77,vqav2,What kind of event are the people involved in?,mardi gras,wine tasting|wedding|wine|taste testing|alcohol show|wine|wine sale|wine tasting|wine tasting|wine tasting,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_78,vqav2,How many skyscrapers are there?,2,2|2|2|0|2|2|2|0|0|0,1.0,True,False,0.08783631026744843,1,math,False,False,no_consistency
v2_79,vqav2,What is the color of the building in the background?,gray,gray|brown|brown|brown|brown|brown|brown|brown|brown|brown,0.3333333333333333,True,False,0.08783631026744843,1,visual,False,False,no_consistency
v2_80,vqav2,Is there a tree in front of the building?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_81,vqav2,Is there a person riding a bike?,yes,no|no|no|no|no|no|no|no|no|no,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_82,vqav2,Are there lights on in the two buildings?,no,yes|yes|2|yes|no|yes|no|yes|yes|yes,0.6666666666666666,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_83,vqav2,How many stories is the building on the left?,2,3|3|4|3|5|5|many|3|6|3,0.0,False,True,0.08783631026744843,1,math,False,False,no_consistency
v2_84,vqav2,Is this a hospital?,no,no|no|yes|yes|yes|no|yes|yes|no|maybe,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_85,vqav2,How many umbrellas do you see?,16,0|0|0|0|0|0|0|0|0|0,0.0,False,True,0.08783631026744843,1,math,False,False,no_consistency
v2_86,vqav2,How many colors is the building on the right painted?,2,1|2|1|brown|2|1|1|2|2|1,1.0,True,False,0.08783631026744843,1,math,False,False,no_consistency
v2_87,vqav2,What is on the boy's back walking?,a backpack,backpack|backpack|backpack|backpack|backpack|backpack|backpack|backpack|backpack|backpack,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_88,vqav2,How many modes of transportation are depicted?,3,0|2|1|1|0|1|0|0|1|0,0.0,False,True,0.08783631026744843,1,math,False,False,no_consistency
v2_89,vqav2,What color is the building?,brown,brown|brown|brown|brown|gray|brown|brown|brown|brown|brown,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_90,vqav2,Is it still snowing in the picture?,no,yes|yes|yes|no|yes|no|yes|no|no|no,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_91,vqav2,Does this appear to be a photo of multiple exposures of the black clad snowboarder?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_92,vqav2,How many people can you see in the picture?,5,8|8|8|8|8|8|8|6|8|6,0.0,False,True,0.08783631026744843,1,math,False,False,no_consistency
v2_93,vqav2,Is this an adult party?,no,no|no|no|no|no|no|no|no|no|no,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_94,vqav2,What is being celebrated?,mardi gras,birthday|birthday|birthday|birthday|birthday|birthday|birthday|birthday|birthday|birthday,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_95,vqav2,Who is in front of the cake with candles?,a young girl,woman|boy|cup|birthday boy|woman|boy in blue shirt|little girl|boy|boy|girl,0.0,False,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_96,vqav2,What is this vehicle?,bus,train|train|train|train|train|yes|train|train|train|bus,0.3333333333333333,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_97,vqav2,Can you see the hook up for the train?,no,no|yes|no|no|yes|no|no|no|no|no,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_98,vqav2,Is this train at the station?,yes,yes|yes|yes|yes|yes|no|yes|yes|yes|yes,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_99,vqav2,What is cast?,(4).,shadows|human|shadow|sun|train|line|train|shadow|sky|shadow,0.0,False,True,0.08783631026744843,2,simple,True,False,no_consistency
v2_100,vqav2,What is the background metal structure?,a train station,trees|station|awning|platform|platform|platform|roof|shelter|train stop|awning,0.0,False,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_101,vqav2,Is there smoke coming out of the train?,no,no|no|no|no|no|no|no|no|no|no,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_102,vqav2,Is this station in a rural setting?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_103,vqav2,Are the train tracks clear?,yes,yes|yes|no|no|yes|yes|yes|yes|no|yes,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_104,vqav2,What type of cat is this?,tabby,tabby|alley|tabby|short hair|tabby|adult cat|calico|tabby|house cat|tabby,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_105,vqav2,What is written lg in the pic?,unanswerable,tv|screen|tv|monitor|monitor|monitor|lg|nothing|tv|white,0.0,False,True,0.08783631026744843,2,text_reading,True,False,no_consistency
v2_106,vqav2,How many cats are in the image?,1,2|2|2|2|2|2|2|1|1|2,0.6666666666666666,True,False,0.08783631026744843,1,math,False,False,no_consistency
v2_107,vqav2,Are there any tour buses?,yes,no|no|no|no|no|no|no|no|no|no,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_108,vqav2,What's the statue of?,a giraffe,clock tower|nothing|tower|person|tower|clock tower|clock building|tower|clock tower|clock tower,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_109,vqav2,Are all three cars facing the same direction?,yes,no|no|no|no|yes|no|yes|yes|no|no,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_110,vqav2,What year is the car?,2012,2014|2010|2014|2013|unknown|don't know|2003|2000|2010|2002,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_111,vqav2,What color is the sky?,blue,"blue|blue|blue|blue, gray|blue|blue|blue|blue|blue|blue",1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_112,vqav2,What time is it on the clock?,8:28,830|8:35|9:35|6|7:45|6|738|8:35|7|8:35,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_113,vqav2,Are there a lot of people milling around?,yes,no|no|no|no|no|no|no|no|no|no,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_114,vqav2,Is the building large?,yes,no|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_115,vqav2,How is the weather?,cloudy,clear|gloomy|cloudy|clear|gloomy|cloudy|cloudy|cloudy|cloudy|cloudy,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_116,vqav2,What color is the building the background?,brown,beige|red|tan|beige|gray|white|gray|white|gray|gray,0.0,False,True,0.08783631026744843,1,visual,False,False,no_consistency
v2_117,vqav2,What time is it?,13:57,8:36|8:35|8:35|9:35|8:35|7:45|8:35|8:35|8:35|7:35,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_118,vqav2,Does it rain here a lot?,no,yes|yes|yes|yes|yes|yes|yes|yes|maybe|no,0.3333333333333333,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_119,vqav2,Which famous landmark appears in the background?,lincoln park zoo,big ben|clock tower|big ben|unknown|clock|big ben|clock tower|cathedral|big ben|statue of liberty,0.0,False,True,0.08783631026744843,1,simple,False,False,no_consistency
v2_120,vqav2,Is that a cake?,no,no|no|no|no|no|no|no|no|no|no,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_121,vqav2,Is this a one way street?,no,not enough info|no|no|no|yes|no|yes|no|yes|yes,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_122,vqav2,What color is the dome of the building off in the distance?,gray,red|red|brown|red|no dome|gray|white|not seen|red|red,0.3333333333333333,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_123,vqav2,What is in the tower?,clock,clock|clock|clock|clock|clock|clock|clock|clock|clock|clock,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_124,vqav2,Is the giraffe a baby?,yes,yes|yes|yes|yes|no|no|yes|no|no|yes,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_125,vqav2,How many giraffes are there?,2,2|2|2|2|2|2|2|2|2|2,1.0,True,False,0.08783631026744843,1,math,False,False,no_consistency
v2_126,vqav2,Are the animals in the shade?,no,no|no|no|no|no|no|no|no|no|no,1.0,True,False,0.08783631026744843,1,simple,False,False,no_consistency
v2_127,vqav2,How many giraffes can been seen?,2,2|2|2|2|2|2|2|2|2|2,1.0,True,False,0.08783631026744843,1,math,False,False,no_consistency
v2_128,vqav2,Are the animals in the wild?,no,no|yes|no|yes|no|yes|no|yes|no|yes,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_129,vqav2,Why is there a white roofed open pavilion?,it is a zoo,shade|shelter|tent|for shade|shade|for shade|let in sun|shade|for shade|yes,0.0,False,True,0.09342225641012192,1,simple,False,False,no_consistency
v2_130,vqav2,Will these giraffes be eating the grass for dinner?,iii.,yes|no|no|yes|no|no|no|no|maybe|no,0.0,False,True,0.09342225641012192,2,simple,True,False,no_consistency
v2_131,vqav2,Do you see a body of water in the picture?,yes,no|no|no|no|no|no|no|no|no|no,0.0,False,True,0.09342225641012192,1,simple,False,False,no_consistency
v2_132,vqav2,What is in front of the giraffe?,ostrich,canopy|dirt|canopy|nothing|tent|dirt|shelter|camera|photographer|dirt,0.0,False,True,0.09342225641012192,1,simple,False,False,no_consistency
v2_133,vqav2,How many giraffe are pictured?,2,2|2|2|2|2|2|2|2|2|2,1.0,True,False,0.09342225641012192,1,math,False,False,no_consistency
v2_134,vqav2,Where do these animals live?,asia and africa,at zoo|zoo|desert|africa|zoo|plains|zoo|sahara|zoo|africa,0.0,False,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_135,vqav2,What are these animals?,giraffes,giraffes|2|giraffes|giraffes|giraffe|giraffe|giraffes|giraffes|griffes|giraffes,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_136,vqav2,Is this a beach scene?,no,no|no|no|no|no|no|no|no|no|no,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_137,vqav2,What kind of object is the kid riding?,snowboard,snowboard|snowboard|snowboard|snowboard|snowboard|snowboard|snowboard|snowboard|snowboard|snowboard,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_138,vqav2,What is the this person doing?,snowboarding,snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_139,vqav2,What sport is the man doing?,snowboarding,snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_140,vqav2,Is this man snowboarding?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_141,vqav2,Is there any snow on the trees?,no,no|no|no|no|yes|no|no|no|no|no,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_142,vqav2,Is this person flying?,yes,no|no|no|no|yes|yes|yes|no|no|no,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_143,vqav2,Is this man flying off of the ski slope?,no,yes|yes|yes|no|no|yes|yes|yes|hard to tell|yes,0.6666666666666666,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_144,vqav2,What is the person wearing?,gloves,snow suit and snowboard|pants and jacket|snow clothes|winter clothes|ski jacket/pants/gloves/boots|ski gear|skiing gear|winter wear|ski clothes|snow pants,0.0,False,True,0.09342225641012192,1,simple,False,False,no_consistency
v2_145,vqav2,What is the man doing?,jumping,snowboarding|skiing|snowboarding|snowboarding|skateboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding,0.0,False,True,0.09342225641012192,1,simple,False,False,no_consistency
v2_146,vqav2,What pattern is painted on the helmet?,no,no helmet|plain|not there|stripes|none|arrow|unknown|solid|no helmet|none,0.0,False,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_147,vqav2,Is he going to land?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0,False,True,0.09342225641012192,1,simple,False,False,no_consistency
v2_148,vqav2,What sport is the man participating in?,snowboarding,skateboarding|snowboarding|snowboarding|snowboarding|snowboarding|snowboarding|skiing|snowboarding|snowboarding|snowboarding,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_149,vqav2,What is in the air?,plane,snowboarder|man|skier|person|snowboarder|snowboarder|snow|snowboarder|snowboarder|person on snowboard,0.0,False,True,0.09342225641012192,1,simple,False,False,no_consistency
v2_150,vqav2,Does the man have goggles on?,yes,yes|no|no|yes|no|no|yes|yes|can't tell|yes,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_151,vqav2,What color is the man's jacket?,red,red|red|red|orange|red|red|red|red|red|red,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_152,vqav2,What kind of building is this?,church,church|church|church|church|church|cathedral|church|church|church|church,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_153,vqav2,What color is the dome shaped roof in the back?,red,gray|green|brown|red|black|black|gray|blue|gray with rust|brown,0.3333333333333333,True,False,0.09342225641012192,1,visual,False,False,no_consistency
v2_154,vqav2,What color is the church?,brown,brown|brown|red brick and white|brown|red|brown|red|brown|brown|brown,1.0,True,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_155,vqav2,Where are the cars?,above the road near the side walk,in front of church|street|on street|street|street|on road|parked on street|on street|on road|street,0.0,False,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_156,vqav2,What is displayed under the triangular dome?,statue of st michael,window|door|windows|windows|windows|windows|cross|trees|window|cross,0.0,False,True,0.09342225641012192,1,simple,False,False,no_consistency
v2_157,vqav2,Where is the bird?,on a motorcycle,in tree|plate|in machine|on wheel|on metal|on bicycle wheel|perched on machine|horseshoe|in picture|on metal,0.0,False,False,0.09342225641012192,1,simple,False,False,no_consistency
v2_158,vqav2,How many birds?,2,1|1|1|1|1|1|1|1|1|1,0.0,False,True,0.09342225641012192,1,math,False,False,no_consistency
