sample_id,condition,question,answer,ground_truth,is_correct,vqa_accuracy_score,confidence,consistency,hallucination_flag,selected_pass,pass1_answer,pass2_answer,pass3_answer,latency_total_s,latency_pass1_s,latency_pass2_s,latency_pass3_s,gpu_util_avg_pct,peak_gpu_mem_gb,num_model_calls,modality
synth_baseline_00034,baseline,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.2676,0.258,0.0,0.0,44.0,9.05,1,image+text
synth_baseline_00035,baseline,What is the dominant color in this image?,burgundy,maroon | maroon | dark red,False,0.0,1.0,1.0,True,1,burgundy,burgundy,burgundy,0.4209,0.4117,0.0,0.0,41.5,9.05,1,image+text
synth_baseline_00036,baseline,Is there a red shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.2713,0.2615,0.0,0.0,38.0,9.05,1,image+text
synth_baseline_00037,baseline,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.2697,0.2606,0.0,0.0,44.5,9.05,1,image+text
synth_baseline_00038,baseline,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.2706,0.2606,0.0,0.0,44.5,9.05,1,image+text
synth_baseline_00039,baseline,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color in this image is purple,the dominant color in this image is purple,0.503,0.4933,0.0,0.0,44.0,9.05,1,image+text
synth_baseline_00040,baseline,Is the background color light or dark?,dark blue,dark | dark | dark,False,0.0,1.0,1.0,True,1,dark blue,dark blue,dark blue,0.2458,0.2358,0.0,0.0,30.0,9.05,1,image+text
synth_baseline_00041,baseline,Is there a green shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.2718,0.2618,0.0,0.0,39.5,9.05,1,image+text
synth_baseline_00042,baseline,Is there a red shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.2717,0.2624,0.0,0.0,44.0,9.05,1,image+text
synth_baseline_00043,baseline,Is the background color light or dark?,dark,light | light | light,False,0.0,1.0,1.0,True,1,dark,dark,dark,0.2232,0.2138,0.0,0.0,44.0,9.05,1,image+text
synth_baseline_00044,baseline,What color is the circle?,the circle is green,cyan | cyan | teal | teal,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,the circle is green,0.3171,0.3078,0.0,0.0,44.5,9.05,1,image+text
synth_baseline_00045,baseline,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.2701,0.2604,0.0,0.0,44.5,9.05,1,image+text
synth_baseline_00046,baseline,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color in this image is purple,the dominant color in this image is purple,0.5013,0.492,0.0,0.0,41.0,9.05,1,image+text
synth_baseline_00047,baseline,Is the background color light or dark?,dark blue,dark | dark | dark,False,0.0,1.0,1.0,True,1,dark blue,dark blue,dark blue,0.2315,0.2207,0.0,0.0,37.5,9.05,1,image+text
synth_baseline_00048,baseline,Is there a blue shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.2692,0.2598,0.0,0.0,41.5,9.05,1,image+text
synth_baseline_00049,baseline,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,the dominant color in this image is yellow,the dominant color in this image is yellow,the dominant color in this image is yellow,0.5031,0.4933,0.0,0.0,42.0,9.05,1,image+text
synth_baseline_00050,baseline,What color is the small circle?,green,olive | olive | green,True,0.3333,1.0,1.0,False,1,green,green,green,0.3126,0.3031,0.0,0.0,41.0,9.05,1,image+text
synth_baseline_00051,baseline,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color in this image is purple,the dominant color in this image is purple,0.4964,0.4872,0.0,0.0,41.0,9.05,1,image+text
synth_baseline_00052,baseline,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,is the circle on the left side,is the circle on the left side,0.464,0.4545,0.0,0.0,37.0,9.05,1,image+text
synth_baseline_00053,baseline,Is there a green shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.2712,0.2615,0.0,0.0,40.5,9.05,1,image+text
synth_baseline_00054,baseline,What color is the large rectangle?,a large rectangle,pink | pink | pink,False,0.0,1.0,1.0,True,1,a large rectangle,a large rectangle,a large rectangle,0.3192,0.3094,0.0,0.0,43.5,9.05,1,image+text
synth_baseline_00055,baseline,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,the dominant color in this image is green,0.5044,0.4947,0.0,0.0,39.5,9.05,1,image+text
synth_baseline_00056,baseline,What color is the circle?,the circle is green,cyan | cyan | teal | teal,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,the circle is green,0.3171,0.3072,0.0,0.0,39.5,9.05,1,image+text
synth_baseline_00057,baseline,What color is the large rectangle?,brown color,brown | brown | brown,True,1.0,1.0,1.0,False,1,brown color,brown color,brown color,0.2693,0.26,0.0,0.0,43.5,9.05,1,image+text
synth_baseline_00058,baseline,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue is the dominant color in this image,0.4966,0.4865,0.0,0.0,43.0,9.05,1,image+text
synth_baseline_00059,baseline,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,the dominant color in this image is green,0.5004,0.4909,0.0,0.0,39.5,9.05,1,image+text
synth_baseline_00060,baseline,Is there a red shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.2886,0.2788,0.0,0.0,28.0,9.05,1,image+text
synth_baseline_00061,baseline,What color is the large rectangle?,a yellow square,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,a yellow square,a yellow square,a yellow square,0.3134,0.3038,0.0,0.0,35.5,9.05,1,image+text
synth_baseline_00062,baseline,What is the dominant color in this image?,the dominant color in this image is blue,teal | teal | cyan | blue-green,False,0.0,1.0,1.0,True,1,the dominant color in this image is blue,the dominant color in this image is blue,the dominant color in this image is blue,0.5111,0.5017,0.0,0.0,43.5,9.05,1,image+text
synth_baseline_00063,baseline,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.271,0.2613,0.0,0.0,38.0,9.05,1,image+text
synth_baseline_00064,baseline,What color is the large rectangle?,the color orange,orange | orange | orange,True,1.0,1.0,1.0,False,1,the color orange,the color orange,the color orange,0.3159,0.3067,0.0,0.0,40.5,9.05,1,image+text
synth_baseline_00065,baseline,What is the dominant color in this image?,the dominant color in this image,orange | orange | orange,False,0.0,1.0,1.0,True,1,the dominant color in this image,the dominant color in this image,the dominant color in this image,0.4226,0.413,0.0,0.0,40.5,9.05,1,image+text
synth_baseline_00066,baseline,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red is the dominant color in this image,0.5058,0.4963,0.0,0.0,37.0,9.05,1,image+text
synth_baseline_00067,baseline,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color in this image is purple,the dominant color in this image is purple,0.5212,0.5118,0.0,0.0,37.5,9.05,1,image+text
synth_baseline_00068,baseline,What is the dominant color in this image?,a blue background,navy | navy | blue | dark blue,True,0.6667,1.0,1.0,False,1,a blue background,a blue background,a blue background,0.315,0.3051,0.0,0.0,41.0,9.05,1,image+text
synth_baseline_00069,baseline,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.3255,0.3157,0.0,0.0,43.5,9.05,1,image+text
synth_baseline_00070,baseline,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,the large rectangle is green,0.3637,0.3543,0.0,0.0,42.0,9.05,1,image+text
synth_baseline_00071,baseline,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.3634,0.354,0.0,0.0,42.5,9.05,1,image+text
synth_baseline_00072,baseline,What color is the large rectangle?,red,maroon | maroon | dark red,True,0.3333,1.0,1.0,False,1,red,red,red,0.3166,0.3071,0.0,0.0,45.0,9.05,1,image+text
synth_baseline_00073,baseline,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red is the dominant color in this image,0.4958,0.4862,0.0,0.0,41.5,9.05,1,image+text
synth_baseline_00074,baseline,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.3575,0.3483,0.0,0.0,42.0,9.05,1,image+text
synth_baseline_00075,baseline,What color is the circle?,pink,pink | pink | pink,True,1.0,1.0,1.0,False,1,pink,pink,pink,0.2703,0.261,0.0,0.0,41.5,9.05,1,image+text
synth_baseline_00076,baseline,What is the dominant color in this image?,cyan,cyan | cyan | blue,True,0.6667,1.0,1.0,False,1,cyan,cyan,cyan,0.3157,0.3061,0.0,0.0,44.5,9.05,1,image+text
synth_baseline_00077,baseline,What color is the large rectangle?,brown color,brown | brown | brown,True,1.0,1.0,1.0,False,1,brown color,brown color,brown color,0.2694,0.26,0.0,0.0,45.0,9.05,1,image+text
synth_baseline_00078,baseline,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.2803,0.2705,0.0,0.0,44.5,9.05,1,image+text
synth_baseline_00079,baseline,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.383,0.3735,0.0,0.0,43.0,9.05,1,image+text
synth_baseline_00080,baseline,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.3336,0.3236,0.0,0.0,27.0,9.05,1,image+text
synth_baseline_00081,baseline,What color is the circle?,pink,pink | pink | pink,True,1.0,1.0,1.0,False,1,pink,pink,pink,0.2719,0.2626,0.0,0.0,33.0,9.05,1,image+text
synth_baseline_00082,baseline,Is there a purple shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.2727,0.2634,0.0,0.0,43.0,9.05,1,image+text
synth_baseline_00083,baseline,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,the dominant color in this image is yellow,the dominant color in this image is yellow,the dominant color in this image is yellow,0.5012,0.4919,0.0,0.0,39.5,9.05,1,image+text
synth_baseline_00084,baseline,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.3149,0.3054,0.0,0.0,40.5,9.05,1,image+text
synth_baseline_00085,baseline,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.3152,0.3056,0.0,0.0,42.0,9.05,1,image+text
synth_baseline_00086,baseline,What color is the background?,gray,gray | gray | grey,True,0.6667,1.0,1.0,False,1,gray,gray,gray,0.2226,0.2131,0.0,0.0,43.0,9.05,1,image+text
synth_baseline_00087,baseline,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color in this image is purple,the dominant color in this image is purple,0.5046,0.4949,0.0,0.0,39.0,9.05,1,image+text
synth_baseline_00088,baseline,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.3242,0.3147,0.0,0.0,40.5,9.05,1,image+text
synth_baseline_00089,baseline,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.3129,0.3037,0.0,0.0,45.5,9.05,1,image+text
synth_baseline_00090,baseline,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.317,0.3072,0.0,0.0,44.5,9.05,1,image+text
synth_baseline_00091,baseline,Is the background color light or dark?,dark blue,dark | dark | dark,False,0.0,1.0,1.0,True,1,dark blue,dark blue,dark blue,0.2243,0.2152,0.0,0.0,41.0,9.05,1,image+text
synth_baseline_00092,baseline,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color in this image is purple,the dominant color in this image is purple,0.5238,0.5141,0.0,0.0,38.5,9.05,1,image+text
synth_baseline_00093,baseline,What is the dominant color in this image?,the dominant color in this image is blue,teal | teal | cyan | blue-green,False,0.0,1.0,1.0,True,1,the dominant color in this image is blue,the dominant color in this image is blue,the dominant color in this image is blue,0.5048,0.4949,0.0,0.0,40.5,9.05,1,image+text
synth_baseline_00094,baseline,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.3169,0.3075,0.0,0.0,44.0,9.05,1,image+text
synth_baseline_00095,baseline,Is the circle on the left or right side?,is the circle on the left side,left | left | center,True,0.6667,1.0,1.0,False,1,is the circle on the left side,is the circle on the left side,is the circle on the left side,0.4593,0.4497,0.0,0.0,40.5,9.05,1,image+text
synth_baseline_00096,baseline,What is the dominant color in this image?,the dominant color in this image,orange | orange | orange,False,0.0,1.0,1.0,True,1,the dominant color in this image,the dominant color in this image,the dominant color in this image,0.4187,0.4087,0.0,0.0,37.0,9.05,1,image+text
synth_baseline_00097,baseline,What color is the large rectangle?,a yellow square,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,a yellow square,a yellow square,a yellow square,0.3422,0.3315,0.0,0.0,40.0,9.05,1,image+text
synth_baseline_00098,baseline,What is the dominant color in this image?,the dominant color is brown,brown | brown | brown,True,1.0,1.0,1.0,False,1,the dominant color is brown,the dominant color is brown,the dominant color is brown,0.4085,0.398,0.0,0.0,44.0,9.05,1,image+text
synth_baseline_00099,baseline,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.3114,0.3021,0.0,0.0,45.5,9.05,1,image+text
synth_baseline_00100,baseline,What color is the large rectangle?,the large rectangle is green,olive | olive | dark yellow,False,0.0,1.0,1.0,True,1,the large rectangle is green,the large rectangle is green,the large rectangle is green,0.3784,0.3687,0.0,0.0,38.5,9.05,1,image+text
synth_baseline_00101,baseline,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.36,0.3506,0.0,0.0,41.5,9.05,1,image+text
synth_baseline_00102,baseline,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color in this image is purple,the dominant color in this image is purple,0.502,0.4922,0.0,0.0,40.5,9.05,1,image+text
synth_baseline_00103,baseline,What is the dominant color in this image?,burgundy,maroon | maroon | dark red,False,0.0,1.0,1.0,True,1,burgundy,burgundy,burgundy,0.4013,0.3922,0.0,0.0,41.0,9.05,1,image+text
synth_baseline_00104,baseline,Is the background color light or dark?,dark,light | light | light,False,0.0,1.0,1.0,True,1,dark,dark,dark,0.2184,0.2092,0.0,0.0,42.0,9.05,1,image+text
synth_baseline_00105,baseline,Is there a red shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.3117,0.3024,0.0,0.0,44.0,9.05,1,image+text
synth_baseline_00106,baseline,What color is the circle?,a red circle,brown | brown | maroon,False,0.0,1.0,1.0,True,1,a red circle,a red circle,a red circle,0.3115,0.3023,0.0,0.0,46.0,9.05,1,image+text
synth_baseline_00107,baseline,What color is the circle in this image?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.265,0.2554,0.0,0.0,44.5,9.05,1,image+text
synth_baseline_00108,baseline,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.3147,0.3054,0.0,0.0,45.0,9.05,1,image+text
synth_baseline_00109,baseline,Is there a red shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.272,0.2626,0.0,0.0,40.5,9.05,1,image+text
synth_baseline_00110,baseline,What color is the background?,gray,gray | gray | grey,True,0.6667,1.0,1.0,False,1,gray,gray,gray,0.2209,0.2115,0.0,0.0,45.0,9.05,1,image+text
synth_baseline_00111,baseline,Is there a red shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.2647,0.2555,0.0,0.0,44.0,9.05,1,image+text
synth_baseline_00112,baseline,What is the dominant color in this image?,cyan,cyan | cyan | blue,True,0.6667,1.0,1.0,False,1,cyan,cyan,cyan,0.315,0.3057,0.0,0.0,42.5,9.05,1,image+text
synth_baseline_00113,baseline,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.3563,0.347,0.0,0.0,39.5,9.05,1,image+text
synth_baseline_00114,baseline,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,the dominant color in this image is yellow,the dominant color in this image is yellow,the dominant color in this image is yellow,0.5021,0.4922,0.0,0.0,38.0,9.05,1,image+text
synth_baseline_00115,baseline,What color is the circle in this image?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.268,0.2587,0.0,0.0,38.5,9.05,1,image+text
synth_baseline_00116,baseline,Is the background color light or dark?,a dark background,dark | dark | medium,True,0.6667,1.0,1.0,False,1,a dark background,a dark background,a dark background,0.3149,0.3053,0.0,0.0,42.0,9.05,1,image+text
synth_baseline_00117,baseline,What is the dominant color in this image?,the dominant color is brown,brown | brown | brown,True,1.0,1.0,1.0,False,1,the dominant color is brown,the dominant color is brown,the dominant color is brown,0.4086,0.3993,0.0,0.0,43.0,9.05,1,image+text
synth_baseline_00118,baseline,Is the circle on the left or right side?,is the circle on the left side,right | right | right,False,0.0,1.0,1.0,True,1,is the circle on the left side,is the circle on the left side,is the circle on the left side,0.4612,0.4513,0.0,0.0,41.5,9.05,1,image+text
synth_baseline_00119,baseline,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.3703,0.3608,0.0,0.0,43.5,9.05,1,image+text
synth_baseline_00120,baseline,What color is the circle?,pink,pink | pink | pink,True,1.0,1.0,1.0,False,1,pink,pink,pink,0.2859,0.2762,0.0,0.0,26.0,9.05,1,image+text
synth_baseline_00121,baseline,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,the dominant color in this image is green,0.4987,0.489,0.0,0.0,24.5,9.05,1,image+text
synth_baseline_00122,baseline,What color is the circle in this image?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.2848,0.275,0.0,0.0,39.0,9.05,1,image+text
synth_baseline_00123,baseline,Is there a red shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.3163,0.3067,0.0,0.0,42.5,9.05,1,image+text
synth_baseline_00124,baseline,What color is the large rectangle?,navy blue,navy | dark blue | navy,True,0.3333,1.0,1.0,False,1,navy blue,navy blue,navy blue,0.2243,0.2147,0.0,0.0,42.0,9.05,1,image+text
synth_baseline_00125,baseline,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.3778,0.3685,0.0,0.0,41.5,9.05,1,image+text
synth_baseline_00126,baseline,What color is the background?,gray,gray | gray | grey,True,0.6667,1.0,1.0,False,1,gray,gray,gray,0.2225,0.213,0.0,0.0,40.0,9.05,1,image+text
