sample_id,condition,question,answer,ground_truth,is_correct,vqa_accuracy_score,confidence,consistency,hallucination_flag,selected_pass,pass1_answer,pass2_answer,pass3_answer,latency_total_s,latency_pass1_s,latency_pass2_s,latency_pass3_s,gpu_util_avg_pct,peak_gpu_mem_gb,num_model_calls,modality
synth_cot_baseline_00014,cot_baseline,Is the circle on the left or right side?,The circle is on the left side,left | left | center,True,0.6667,0.75,1.0,False,1,The circle is on the left side,,,0.5021,0.5011,0.0,0.0,39.5,9.049,1,image+text
synth_cot_baseline_00015,cot_baseline,Is there a green shape in this image?,Yes there is a green shape in this image,yes | yes | yes,False,0.0,0.75,1.0,True,1,Yes there is a green shape in this image,,,0.6066,0.6055,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00016,cot_baseline,What is the dominant color in this image?,The dominant color in this image is red.,maroon | maroon | dark red,True,0.3333,0.75,1.0,False,1,The dominant color in this image is red.,,,0.5418,0.5407,0.0,0.0,35.5,9.049,1,image+text
synth_cot_baseline_00017,cot_baseline,What color is the large rectangle?,The large rectangle is white.,white | white | white,True,1.0,0.75,1.0,False,1,The large rectangle is white.,,,0.6942,0.693,0.0,0.0,36.0,9.049,1,image+text
synth_cot_baseline_00018,cot_baseline,What color is the circle in this image?,The circle is red in this image,red | red | red,True,1.0,0.75,1.0,False,1,The circle is red in this image,,,0.4452,0.4441,0.0,0.0,36.5,9.049,1,image+text
synth_cot_baseline_00019,cot_baseline,What color is the large rectangle?,The large rectangle is red.,maroon | maroon | dark red,True,0.3333,0.75,1.0,False,1,The large rectangle is red.,,,0.4498,0.4487,0.0,0.0,39.5,9.049,1,image+text
synth_cot_baseline_00020,cot_baseline,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,0.75,1.0,False,1,blue is the dominant color in this image,,,0.4973,0.4962,0.0,0.0,39.5,9.049,1,image+text
synth_cot_baseline_00021,cot_baseline,What is the dominant color in this image?,The dominant color in this image is purple,purple | purple | purple,True,1.0,0.75,1.0,False,1,The dominant color in this image is purple,,,0.4942,0.4931,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00022,cot_baseline,Is there a red shape in this image?,"No, there is no red shape in this image",no | no | no,False,0.0,0.75,1.0,True,1,"No, there is no red shape in this image",,,0.5867,0.5856,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00023,cot_baseline,Is the circle on the left or right side?,The circle is on the left side,left | left | center,True,0.6667,0.75,1.0,False,1,The circle is on the left side,,,0.5229,0.5218,0.0,0.0,40.5,9.049,1,image+text
synth_cot_baseline_00024,cot_baseline,What color is the circle in this image?,The circle is red in this image,red | red | red,True,1.0,0.75,1.0,False,1,The circle is red in this image,,,0.4451,0.4439,0.0,0.0,40.5,9.049,1,image+text
synth_cot_baseline_00025,cot_baseline,Is the circle on the left or right side?,The circle is on the left side,left | left | left,True,1.0,0.75,1.0,False,1,The circle is on the left side,,,0.5372,0.5361,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00026,cot_baseline,Is the circle on the left or right side?,The circle is on the left side,left | left | left,True,1.0,0.75,1.0,False,1,The circle is on the left side,,,0.5364,0.5353,0.0,0.0,38.5,9.049,1,image+text
synth_cot_baseline_00027,cot_baseline,What color is the large rectangle?,The large rectangle is purple.,purple | purple | purple,True,1.0,0.75,1.0,False,1,The large rectangle is purple.,,,0.4465,0.4454,0.0,0.0,42.5,9.049,1,image+text
synth_cot_baseline_00028,cot_baseline,What is the dominant color in this image?,The dominant color in this image is red.,maroon | maroon | dark red,True,0.3333,0.75,1.0,False,1,The dominant color in this image is red.,,,0.5314,0.5303,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00029,cot_baseline,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,0.75,1.0,False,1,red is the dominant color in this image,,,0.4984,0.4973,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00030,cot_baseline,What is the dominant color in this image?,The dominant color in this image is green,green | green | green,True,1.0,0.75,1.0,False,1,The dominant color in this image is green,,,0.4863,0.4851,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00031,cot_baseline,What color is the large rectangle?,The large rectangle is white.,white | white | white,True,1.0,0.75,1.0,False,1,The large rectangle is white.,,,0.6812,0.68,0.0,0.0,37.5,9.049,1,image+text
synth_cot_baseline_00032,cot_baseline,Is there a red shape in this image?,"Yes, there is a red shape in this image",yes | yes | yes,False,0.0,0.75,1.0,True,1,"Yes, there is a red shape in this image",,,0.6323,0.6311,0.0,0.0,37.5,9.049,1,image+text
synth_cot_baseline_00033,cot_baseline,Is there a green shape in this image?,Yes there is a green shape in this image,yes | yes | yes,False,0.0,0.75,1.0,True,1,Yes there is a green shape in this image,,,0.5786,0.5773,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00034,cot_baseline,What is the dominant color in this image?,The dominant color is orange.,orange | orange | orange,True,1.0,0.75,1.0,False,1,The dominant color is orange.,,,0.394,0.393,0.0,0.0,42.5,9.049,1,image+text
synth_cot_baseline_00035,cot_baseline,Is the background color light or dark?,The background color is light blue.,light | light | medium,False,0.0,0.75,1.0,True,1,The background color is light blue.,,,0.4393,0.4382,0.0,0.0,47.0,9.049,1,image+text
synth_cot_baseline_00036,cot_baseline,What color is the background?,a white background,white | white | white,True,1.0,0.8,1.0,False,1,a white background,,,0.3041,0.3031,0.0,0.0,42.5,9.049,1,image+text
synth_cot_baseline_00037,cot_baseline,What is the dominant color in this image?,The dominant color in this image is blue.,teal | teal | cyan | blue-green,False,0.0,0.75,1.0,True,1,The dominant color in this image is blue.,,,0.5412,0.54,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00038,cot_baseline,What color is the circle?,The color of the circle is blue.,cyan | cyan | teal | teal,False,0.0,0.75,1.0,True,1,The color of the circle is blue.,,,0.4966,0.4955,0.0,0.0,37.0,9.049,1,image+text
synth_cot_baseline_00039,cot_baseline,What color is the large rectangle?,The large rectangle is purple.,purple | purple | purple,True,1.0,0.75,1.0,False,1,The large rectangle is purple.,,,0.4462,0.4451,0.0,0.0,37.5,9.049,1,image+text
synth_cot_baseline_00040,cot_baseline,What color is the large rectangle?,The large rectangle is white.,white | white | white,True,1.0,0.75,1.0,False,1,The large rectangle is white.,,,0.6811,0.6799,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00041,cot_baseline,What is the dominant color in this image?,The dominant color in this image is red.,maroon | maroon | dark red,True,0.3333,0.75,1.0,False,1,The dominant color in this image is red.,,,0.538,0.5369,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00042,cot_baseline,Is the circle on the left or right side?,Is the circle on the left or right side,right | right | right,False,0.0,0.75,1.0,True,1,Is the circle on the left or right side,,,0.6108,0.6096,0.0,0.0,36.5,9.049,1,image+text
synth_cot_baseline_00043,cot_baseline,What color is the large rectangle?,The large rectangle is the color of yellow,yellow | yellow | yellow,True,1.0,0.75,1.0,False,1,The large rectangle is the color of yellow,,,0.6419,0.6406,0.0,0.0,36.0,9.049,1,image+text
synth_cot_baseline_00044,cot_baseline,What color is the circle?,a circle is the shape of a circle,pink | pink | pink,False,0.0,0.75,1.0,True,1,a circle is the shape of a circle,,,0.7948,0.7938,0.0,0.0,37.5,9.049,1,image+text
synth_cot_baseline_00045,cot_baseline,What color is the circle?,The color of the circle is green.,olive | olive | brown,False,0.0,0.75,1.0,True,1,The color of the circle is green.,,,0.5004,0.4993,0.0,0.0,37.5,9.049,1,image+text
synth_cot_baseline_00046,cot_baseline,What color is the large rectangle?,The large rectangle is white.,white | white | white,True,1.0,0.75,1.0,False,1,The large rectangle is white.,,,0.6927,0.6914,0.0,0.0,37.0,9.049,1,image+text
synth_cot_baseline_00047,cot_baseline,What color is the large rectangle?,The large rectangle is red.,maroon | maroon | dark red,True,0.3333,0.75,1.0,False,1,The large rectangle is red.,,,0.4655,0.4644,0.0,0.0,40.0,9.049,1,image+text
synth_cot_baseline_00048,cot_baseline,What color is the large rectangle?,The large rectangle is red.,red | red | red,True,1.0,0.75,1.0,False,1,The large rectangle is red.,,,0.4829,0.4818,0.0,0.0,45.5,9.049,1,image+text
synth_cot_baseline_00049,cot_baseline,What color is the circle?,The color of the circle is green.,olive | olive | brown,False,0.0,0.75,1.0,True,1,The color of the circle is green.,,,0.4909,0.4898,0.0,0.0,39.0,9.049,1,image+text
synth_cot_baseline_00050,cot_baseline,What color is the large rectangle?,The large rectangle is the color of the large rectangle,teal | teal | green,False,0.0,0.75,1.0,True,1,The large rectangle is the color of the large rectangle,,,0.5798,0.5786,0.0,0.0,38.5,9.049,1,image+text
synth_cot_baseline_00051,cot_baseline,What color is the background?,The background is grey.,gray | gray | grey,True,0.3333,0.75,1.0,False,1,The background is grey.,,,0.3719,0.3708,0.0,0.0,39.0,9.049,1,image+text
synth_cot_baseline_00052,cot_baseline,What color is the large rectangle?,The large rectangle is the color orange,orange | orange | orange,True,1.0,0.75,1.0,False,1,The large rectangle is the color orange,,,0.4968,0.4955,0.0,0.0,41.5,9.049,1,image+text
synth_cot_baseline_00053,cot_baseline,What is the dominant color in this image?,The dominant color is orange.,orange | orange | orange,True,1.0,0.75,1.0,False,1,The dominant color is orange.,,,0.4089,0.4077,0.0,0.0,44.5,9.049,1,image+text
synth_cot_baseline_00054,cot_baseline,What color is the large rectangle?,The large rectangle is the color of the large rectangle.,pink | pink | pink,False,0.0,0.75,1.0,True,1,The large rectangle is the color of the large rectangle.,,,0.7142,0.7129,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00055,cot_baseline,Is the circle on the left or right side?,Is the circle on the left or right side,right | right | right,False,0.0,0.75,1.0,True,1,Is the circle on the left or right side,,,0.6269,0.6257,0.0,0.0,36.0,9.049,1,image+text
synth_cot_baseline_00056,cot_baseline,What color is the circle in this image?,a blue circle,blue | blue | blue,True,1.0,0.8,1.0,False,1,a blue circle,,,0.3996,0.3985,0.0,0.0,40.5,9.049,1,image+text
synth_cot_baseline_00057,cot_baseline,What color is the circle?,a red circle with a white background,brown | brown | maroon,False,0.0,0.75,1.0,True,1,a red circle with a white background,,,0.5793,0.5781,0.0,0.0,42.5,9.049,1,image+text
synth_cot_baseline_00058,cot_baseline,What color is the large rectangle?,The large rectangle is purple.,purple | purple | purple,True,1.0,0.75,1.0,False,1,The large rectangle is purple.,,,0.441,0.4399,0.0,0.0,41.0,9.049,1,image+text
synth_cot_baseline_00059,cot_baseline,What color is the large rectangle?,The large rectangle is red.,red | red | red,True,1.0,0.75,1.0,False,1,The large rectangle is red.,,,0.4896,0.4884,0.0,0.0,41.0,9.049,1,image+text
synth_cot_baseline_00060,cot_baseline,What color is the circle in this image?,a blue circle,blue | blue | blue,True,1.0,0.8,1.0,False,1,a blue circle,,,0.3933,0.3922,0.0,0.0,39.0,9.049,1,image+text
synth_cot_baseline_00061,cot_baseline,What color is the large rectangle?,The large rectangle is green.,olive | olive | dark yellow,False,0.0,0.75,1.0,True,1,The large rectangle is green.,,,0.5413,0.5401,0.0,0.0,39.0,9.049,1,image+text
synth_cot_baseline_00062,cot_baseline,Is there a green shape in this image?,"No, there is no green shape in this image",no | no | no,False,0.0,0.75,1.0,True,1,"No, there is no green shape in this image",,,0.5846,0.5834,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00063,cot_baseline,Is the circle on the left or right side?,The circle is on the left side,left | left | left,True,1.0,0.75,1.0,False,1,The circle is on the left side,,,0.539,0.5379,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00064,cot_baseline,What color is the circle in this image?,The circle is red in this image,red | red | red,True,1.0,0.75,1.0,False,1,The circle is red in this image,,,0.4463,0.4452,0.0,0.0,41.5,9.049,1,image+text
synth_cot_baseline_00065,cot_baseline,What color is the background?,a white background,white | white | white,True,1.0,0.8,1.0,False,1,a white background,,,0.3107,0.3096,0.0,0.0,45.5,9.049,1,image+text
synth_cot_baseline_00066,cot_baseline,What color is the large rectangle?,The large rectangle is white.,white | white | white,True,1.0,0.75,1.0,False,1,The large rectangle is white.,,,0.6761,0.6749,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00067,cot_baseline,What is the dominant color in this image?,The dominant color in this image is green,green | green | green,True,1.0,0.75,1.0,False,1,The dominant color in this image is green,,,0.4903,0.4892,0.0,0.0,43.0,9.049,1,image+text
synth_cot_baseline_00068,cot_baseline,Is the circle on the left or right side?,The circle is on the left side,left | left | left,True,1.0,0.75,1.0,False,1,The circle is on the left side,,,0.533,0.5319,0.0,0.0,43.5,9.049,1,image+text
synth_cot_baseline_00069,cot_baseline,Is there a blue shape in this image?,"Yes, there is a blue shape in this image",no | no | no,False,0.0,0.75,1.0,True,1,"Yes, there is a blue shape in this image",,,0.6239,0.6227,0.0,0.0,38.5,9.049,1,image+text
synth_cot_baseline_00070,cot_baseline,What color is the large rectangle?,The large rectangle is green.,lime | lime | green,True,0.3333,0.75,1.0,False,1,The large rectangle is green.,,,0.6764,0.6752,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00071,cot_baseline,What color is the circle?,a red circle with a white background,brown | brown | maroon,False,0.0,0.75,1.0,True,1,a red circle with a white background,,,0.5818,0.5806,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00072,cot_baseline,Is there a red shape in this image?,"No, there is no red shape in this image",no | no | no,False,0.0,0.75,1.0,True,1,"No, there is no red shape in this image",,,0.5812,0.5801,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00073,cot_baseline,Is the background color light or dark?,Is the background light or dark?,light | light | light,True,1.0,0.75,1.0,False,1,Is the background light or dark?,,,0.4873,0.4862,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00074,cot_baseline,What color is the background?,The background is blue.,blue | blue | blue,True,1.0,0.75,1.0,False,1,The background is blue.,,,0.3513,0.3502,0.0,0.0,41.0,9.049,1,image+text
synth_cot_baseline_00075,cot_baseline,Is the background color light or dark?,Is the background color light or dark,dark | dark | medium,False,0.0,0.75,1.0,True,1,Is the background color light or dark,,,0.4921,0.4909,0.0,0.0,42.5,9.049,1,image+text
synth_cot_baseline_00076,cot_baseline,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,0.75,1.0,False,1,blue is the dominant color in this image,,,0.5062,0.505,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00077,cot_baseline,What color is the circle in this image?,The circle is red in this image,red | red | red,True,1.0,0.75,1.0,False,1,The circle is red in this image,,,0.4503,0.4492,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00078,cot_baseline,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,0.75,1.0,False,1,red is the dominant color in this image,,,0.496,0.4948,0.0,0.0,39.5,9.049,1,image+text
synth_cot_baseline_00079,cot_baseline,What is the dominant color in this image?,The dominant color in this image is green,green | green | green,True,1.0,0.75,1.0,False,1,The dominant color in this image is green,,,0.4865,0.4854,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00080,cot_baseline,What color is the large rectangle?,The large rectangle is red.,red | red | red,True,1.0,0.75,1.0,False,1,The large rectangle is red.,,,0.4849,0.4837,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00081,cot_baseline,What color is the background?,a white background,white | white | white,True,1.0,0.8,1.0,False,1,a white background,,,0.3098,0.3088,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00082,cot_baseline,Is there a red shape in this image?,"Yes, there is a red shape in this image",yes | yes | yes,False,0.0,0.75,1.0,True,1,"Yes, there is a red shape in this image",,,0.6342,0.633,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00083,cot_baseline,What is the dominant color in this image?,The dominant color in this image is blue.,cyan | cyan | blue,True,0.3333,0.75,1.0,False,1,The dominant color in this image is blue.,,,0.5397,0.5385,0.0,0.0,37.5,9.049,1,image+text
synth_cot_baseline_00084,cot_baseline,Is the circle on the left or right side?,Is the circle on the left or right side,right | right | right,False,0.0,0.75,1.0,True,1,Is the circle on the left or right side,,,0.5971,0.5959,0.0,0.0,36.5,9.049,1,image+text
synth_cot_baseline_00085,cot_baseline,What color is the large rectangle?,The large rectangle is the color of the large rectangle.,pink | pink | pink,False,0.0,0.75,1.0,True,1,The large rectangle is the color of the large rectangle.,,,0.7141,0.7128,0.0,0.0,37.0,9.049,1,image+text
synth_cot_baseline_00086,cot_baseline,What color is the background?,a white background,white | white | white,True,1.0,0.8,1.0,False,1,a white background,,,0.3231,0.3221,0.0,0.0,40.5,9.049,1,image+text
synth_cot_baseline_00087,cot_baseline,What is the dominant color in this image?,The dominant color is orange.,orange | orange | orange,True,1.0,0.75,1.0,False,1,The dominant color is orange.,,,0.395,0.3938,0.0,0.0,43.5,9.049,1,image+text
synth_cot_baseline_00088,cot_baseline,What is the dominant color in this image?,The dominant color is orange.,orange | orange | orange,True,1.0,0.75,1.0,False,1,The dominant color is orange.,,,0.3932,0.3921,0.0,0.0,44.5,9.049,1,image+text
synth_cot_baseline_00089,cot_baseline,What is the dominant color in this image?,The dominant color in this image is blue.,cyan | cyan | blue,True,0.3333,0.75,1.0,False,1,The dominant color in this image is blue.,,,0.5308,0.5296,0.0,0.0,41.5,9.049,1,image+text
synth_cot_baseline_00090,cot_baseline,What is the dominant color in this image?,The dominant color in this image is green,green | green | green,True,1.0,0.75,1.0,False,1,The dominant color in this image is green,,,0.4846,0.4835,0.0,0.0,38.5,9.049,1,image+text
synth_cot_baseline_00091,cot_baseline,What color is the circle in this image?,The circle in this image is yellow.,yellow | yellow | yellow,True,1.0,0.75,1.0,False,1,The circle in this image is yellow.,,,0.8281,0.8272,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00092,cot_baseline,What is the dominant color in this image?,The dominant color is orange.,orange | orange | orange,True,1.0,0.75,1.0,False,1,The dominant color is orange.,,,0.4079,0.4068,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00093,cot_baseline,Is the background color light or dark?,a dark background,dark | dark | dark,True,1.0,0.8,1.0,False,1,a dark background,,,0.3076,0.3065,0.0,0.0,47.0,9.049,1,image+text
synth_cot_baseline_00094,cot_baseline,Is the background color light or dark?,Is the background color light or dark,dark | dark | dark,False,0.0,0.75,1.0,True,1,Is the background color light or dark,,,0.4927,0.4915,0.0,0.0,43.5,9.049,1,image+text
synth_cot_baseline_00095,cot_baseline,What color is the background?,a white background,white | white | white,True,1.0,0.8,1.0,False,1,a white background,,,0.3094,0.3083,0.0,0.0,43.0,9.049,1,image+text
synth_cot_baseline_00096,cot_baseline,Is there a purple shape in this image?,"No, there is no purple shape in this image",no | no | no,False,0.0,0.75,1.0,True,1,"No, there is no purple shape in this image",,,0.6325,0.6313,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00097,cot_baseline,What color is the circle?,a red circle with a black background,maroon | dark red | red,True,0.6667,0.75,1.0,False,1,a red circle with a black background,,,0.5475,0.5464,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00098,cot_baseline,What color is the large rectangle?,The large rectangle is the color of yellow,yellow | yellow | yellow,True,1.0,0.75,1.0,False,1,The large rectangle is the color of yellow,,,0.6307,0.6295,0.0,0.0,37.5,9.049,1,image+text
synth_cot_baseline_00099,cot_baseline,What is the dominant color in this image?,blue is the dominant color in this image,navy | navy | blue | dark blue,True,0.6667,0.75,1.0,False,1,blue is the dominant color in this image,,,0.4957,0.4946,0.0,0.0,37.5,9.049,1,image+text
synth_cot_baseline_00100,cot_baseline,Is the background color light or dark?,a dark background,dark | dark | dark,True,1.0,0.8,1.0,False,1,a dark background,,,0.3077,0.3066,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00101,cot_baseline,What color is the large rectangle?,The large rectangle is blue.,blue | blue | blue,True,1.0,0.75,1.0,False,1,The large rectangle is blue.,,,0.4856,0.4844,0.0,0.0,44.5,9.049,1,image+text
synth_cot_baseline_00102,cot_baseline,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,0.75,1.0,False,1,red is the dominant color in this image,,,0.4853,0.4841,0.0,0.0,40.5,9.049,1,image+text
synth_cot_baseline_00103,cot_baseline,What color is the circle in this image?,The circle in this image is yellow.,yellow | yellow | yellow,True,1.0,0.75,1.0,False,1,The circle in this image is yellow.,,,0.8212,0.82,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00104,cot_baseline,What is the dominant color in this image?,The dominant color is orange.,orange | orange | orange,True,1.0,0.75,1.0,False,1,The dominant color is orange.,,,0.4008,0.3997,0.0,0.0,39.5,9.049,1,image+text
synth_cot_baseline_00105,cot_baseline,Is there a blue shape in this image?,"Yes, there is a blue shape in this image",no | no | no,False,0.0,0.75,1.0,True,1,"Yes, there is a blue shape in this image",,,0.6322,0.631,0.0,0.0,39.5,9.049,1,image+text
synth_cot_baseline_00106,cot_baseline,What color is the large rectangle?,The large rectangle is the color of the large rectangle,teal | teal | green,False,0.0,0.75,1.0,True,1,The large rectangle is the color of the large rectangle,,,0.5783,0.5772,0.0,0.0,38.0,9.049,1,image+text
synth_cot_baseline_00107,cot_baseline,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,0.75,1.0,False,1,blue is the dominant color in this image,,,0.4872,0.4861,0.0,0.0,41.0,9.049,1,image+text
synth_cot_baseline_00108,cot_baseline,What color is the circle?,The color of the circle is blue.,cyan | cyan | teal | teal,False,0.0,0.75,1.0,True,1,The color of the circle is blue.,,,0.4957,0.4945,0.0,0.0,41.0,9.049,1,image+text
synth_cot_baseline_00109,cot_baseline,What is the dominant color in this image?,The dominant color in this image is blue.,teal | teal | cyan | blue-green,False,0.0,0.75,1.0,True,1,The dominant color in this image is blue.,,,0.565,0.5638,0.0,0.0,36.0,9.049,1,image+text
synth_cot_baseline_00110,cot_baseline,What color is the large rectangle?,The large rectangle is purple.,purple | purple | purple,True,1.0,0.75,1.0,False,1,The large rectangle is purple.,,,0.4568,0.4556,0.0,0.0,35.5,9.049,1,image+text
synth_cot_baseline_00111,cot_baseline,Is the circle on the left or right side?,Is the circle on the left or right side,right | right | right,False,0.0,0.75,1.0,True,1,Is the circle on the left or right side,,,0.5895,0.5883,0.0,0.0,37.0,9.049,1,image+text
synth_cot_baseline_00112,cot_baseline,Is there a green shape in this image?,"No, there is no green shape in this image",no | no | no,False,0.0,0.75,1.0,True,1,"No, there is no green shape in this image",,,0.5844,0.5832,0.0,0.0,37.5,9.049,1,image+text
synth_cot_baseline_00113,cot_baseline,What color is the background?,The background color is blue.,navy | dark blue | blue,True,0.6667,0.75,1.0,False,1,The background color is blue.,,,0.4098,0.4087,0.0,0.0,39.5,9.049,1,image+text
synth_cot_baseline_00114,cot_baseline,What is the dominant color in this image?,The dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.75,1.0,False,1,The dominant color in this image is yellow,,,0.4962,0.4951,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00115,cot_baseline,What color is the circle in this image?,a blue circle,blue | blue | blue,True,1.0,0.8,1.0,False,1,a blue circle,,,0.3991,0.398,0.0,0.0,45.0,9.049,1,image+text
synth_cot_baseline_00116,cot_baseline,What is the dominant color in this image?,The dominant color in this image is purple,purple | purple | purple,True,1.0,0.75,1.0,False,1,The dominant color in this image is purple,,,0.4919,0.4907,0.0,0.0,42.5,9.049,1,image+text
synth_cot_baseline_00117,cot_baseline,What color is the circle?,The color of the circle is blue.,cyan | cyan | teal | teal,False,0.0,0.75,1.0,True,1,The color of the circle is blue.,,,0.4873,0.4861,0.0,0.0,39.5,9.049,1,image+text
synth_cot_baseline_00118,cot_baseline,Is the background color light or dark?,Is the background light or dark?,light | light | light,True,1.0,0.75,1.0,False,1,Is the background light or dark?,,,0.4921,0.491,0.0,0.0,44.0,9.049,1,image+text
synth_cot_baseline_00119,cot_baseline,What color is the large rectangle?,The large rectangle is the color of yellow,yellow | yellow | yellow,True,1.0,0.75,1.0,False,1,The large rectangle is the color of yellow,,,0.6338,0.6326,0.0,0.0,42.0,9.049,1,image+text
synth_cot_baseline_00120,cot_baseline,What color is the circle?,a circle is the shape of a circle,pink | pink | pink,False,0.0,0.75,1.0,True,1,a circle is the shape of a circle,,,0.7634,0.7621,0.0,0.0,37.5,9.049,1,image+text
