sample_id,condition,question,answer,ground_truth,is_correct,vqa_accuracy_score,confidence,consistency,hallucination_flag,selected_pass,pass1_answer,pass2_answer,pass3_answer,latency_total_s,latency_pass1_s,latency_pass2_s,latency_pass3_s,gpu_util_avg_pct,peak_gpu_mem_gb,num_model_calls,modality
synth_full_00015,full,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4782,0.2556,0.2126,0.0,41.5,9.14,2,image+text
synth_full_00016,full,What color is the background?,navy blue,navy | dark blue | blue,True,0.6667,1.0,1.0,False,1,navy blue,navy blue,blue,0.4488,0.2162,0.2223,0.0,44.0,9.14,2,image+text
synth_full_00017,full,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.4815,0.3045,0.1663,0.0,41.5,9.14,2,image+text
synth_full_00018,full,What color is the large rectangle?,a large rectangle,pink | pink | pink,False,0.0,0.6,0.6667,True,1,a large rectangle,pink,large rectangle,0.8387,0.305,0.2179,0.3048,42.0,9.14,3,image+text
synth_full_00019,full,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,green,0.8668,0.5065,0.3502,0.0,43.5,9.14,2,image+text
synth_full_00020,full,Is the background color light or dark?,light blue,light | light | medium,False,0.0,1.0,1.0,True,1,light blue,light blue,blue,0.4693,0.2346,0.223,0.0,37.0,9.049,2,image+text
synth_full_00021,full,Is there a red shape in this image?,no,no | no | no,True,1.0,0.6,0.6667,False,2,yes,no,no,0.6553,0.2606,0.2156,0.1673,46.5,9.049,3,image+text
synth_full_00022,full,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,green,0.7238,0.352,0.361,0.0,46.0,9.049,2,image+text
synth_full_00023,full,What color is the circle?,the circle is green,olive | olive | brown,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,green,0.6405,0.3054,0.3243,0.0,44.5,9.049,2,image+text
synth_full_00024,full,Is the background color light or dark?,dark,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark,dark,dark,0.4386,0.2143,0.2137,0.0,45.0,9.049,2,image+text
synth_full_00025,full,Is there a green shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4858,0.2598,0.2153,0.0,44.0,9.049,2,image+text
synth_full_00026,full,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,left,0.9655,0.445,0.5098,0.0,38.0,9.049,2,image+text
synth_full_00027,full,Is there a purple shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4793,0.2575,0.2113,0.0,39.5,9.049,2,image+text
synth_full_00028,full,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,purple,0.9267,0.5154,0.4008,0.0,43.5,9.049,2,image+text
synth_full_00029,full,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,green,0.8708,0.4973,0.3617,0.0,44.5,9.049,2,image+text
synth_full_00030,full,Is there a red shape in this image?,no,no | no | no,True,1.0,0.6,0.6667,False,2,yes,no,no,0.6555,0.2605,0.2151,0.1682,45.5,9.049,3,image+text
synth_full_00031,full,What is the dominant color in this image?,the dominant color is brown,brown | brown | brown,True,1.0,1.0,1.0,False,1,the dominant color is brown,the dominant color is brown,brown,0.8033,0.3973,0.395,0.0,46.5,9.049,2,image+text
synth_full_00032,full,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,green,0.7172,0.3491,0.3572,0.0,47.5,9.049,2,image+text
synth_full_00033,full,Is there a purple shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4873,0.2612,0.2154,0.0,47.0,9.049,2,image+text
synth_full_00034,full,What color is the small circle?,green,olive | olive | green,True,0.3333,1.0,1.0,False,1,green,green,green,0.4905,0.3111,0.1674,0.0,42.5,9.049,2,image+text
synth_full_00035,full,Is there a red shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.5311,0.3065,0.2142,0.0,42.0,9.049,2,image+text
synth_full_00036,full,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,yellow,1.1656,0.4913,0.4476,0.2147,46.5,9.049,3,image+text
synth_full_00037,full,What is the dominant color in this image?,orange,orange | orange | orange,True,1.0,0.6,0.6667,False,2,the dominant color in this image,orange,orange,0.9316,0.3978,0.3078,0.2141,42.0,9.049,3,image+text
synth_full_00038,full,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.5447,0.322,0.212,0.0,39.5,9.049,2,image+text
synth_full_00039,full,What color is the large rectangle?,the color orange,orange | orange | orange,True,1.0,1.0,1.0,False,1,the color orange,the color orange,orange,0.5742,0.3032,0.2604,0.0,44.5,9.049,2,image+text
synth_full_00040,full,Is the background color light or dark?,light,light | light | light,True,1.0,0.6,0.6667,False,2,dark,light,light,0.6783,0.2353,0.2157,0.2145,41.5,9.049,3,image+text
synth_full_00041,full,Is the circle on the left or right side?,is the circle on the left side,left | left | center,True,0.6667,0.6,0.6667,False,1,is the circle on the left side,right side,left,0.9876,0.4486,0.3103,0.2166,43.5,9.049,3,image+text
synth_full_00042,full,What color is the large rectangle?,a large rectangle,pink | pink | pink,False,0.0,0.6,0.6667,True,1,a large rectangle,pink,large rectangle,0.8455,0.3086,0.2156,0.3089,42.5,9.049,3,image+text
synth_full_00043,full,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,yellow,1.1658,0.4926,0.4467,0.2146,42.5,9.049,3,image+text
synth_full_00044,full,What color is the large rectangle?,navy blue,navy | dark blue | navy,True,0.3333,1.0,1.0,False,1,navy blue,navy blue,blue,0.4318,0.2101,0.2105,0.0,43.5,9.049,2,image+text
synth_full_00045,full,Is the background color light or dark?,dark background,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark background,dark background,dark,0.4772,0.2558,0.2104,0.0,47.0,9.049,2,image+text
synth_full_00046,full,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.6025,0.3255,0.2664,0.0,47.0,9.049,2,image+text
synth_full_00047,full,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red,0.9959,0.4927,0.4925,0.0,42.5,9.049,2,image+text
synth_full_00048,full,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,yellow,1.1633,0.4995,0.4404,0.2114,43.0,9.049,3,image+text
synth_full_00049,full,What color is the background?,navy blue,navy | dark blue | blue,True,0.6667,1.0,1.0,False,1,navy blue,navy blue,blue,0.4486,0.2205,0.2178,0.0,45.5,9.049,2,image+text
synth_full_00050,full,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4846,0.2588,0.2154,0.0,45.5,9.049,2,image+text
synth_full_00051,full,Is there a green shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.5489,0.2648,0.2735,0.0,45.0,9.049,2,image+text
synth_full_00052,full,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.5364,0.3083,0.2168,0.0,44.5,9.049,2,image+text
synth_full_00053,full,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.5378,0.3104,0.2168,0.0,43.0,9.049,2,image+text
synth_full_00054,full,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue,1.0028,0.4964,0.4954,0.0,41.0,9.049,2,image+text
synth_full_00055,full,Is there a purple shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.475,0.2541,0.2104,0.0,44.5,9.049,2,image+text
synth_full_00056,full,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4821,0.256,0.2151,0.0,44.0,9.049,2,image+text
synth_full_00057,full,Is there a red shape in this image?,no,no | no | no,True,1.0,0.6,0.6667,False,2,yes,no,no,0.658,0.2606,0.215,0.1707,44.0,9.049,3,image+text
synth_full_00058,full,What color is the circle?,the circle is green,cyan | cyan | teal | teal,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,green,0.6245,0.3082,0.3056,0.0,45.5,9.049,2,image+text
synth_full_00059,full,Is the background color light or dark?,light,light | light | light,True,1.0,0.6,0.6667,False,2,dark,light,light,0.6504,0.2115,0.2138,0.2137,45.5,9.049,3,image+text
synth_full_00060,full,What is the dominant color in this image?,burgundy,maroon | maroon | dark red,False,0.0,1.0,1.0,True,1,burgundy,burgundy,burgundy,0.7513,0.4183,0.321,0.0,40.0,9.049,2,image+text
synth_full_00061,full,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4786,0.2562,0.2121,0.0,41.0,9.049,2,image+text
synth_full_00062,full,What color is the large rectangle?,a large rectangle,pink | pink | pink,False,0.0,0.6,0.6667,True,1,a large rectangle,pink,large rectangle,0.833,0.3012,0.2132,0.307,44.5,9.049,3,image+text
synth_full_00063,full,What color is the large rectangle?,the large rectangle is green,olive | olive | dark yellow,False,0.0,1.0,1.0,True,1,the large rectangle is green,the large rectangle is green,green,0.718,0.3524,0.3546,0.0,46.0,9.049,2,image+text
synth_full_00064,full,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,purple,0.9046,0.4922,0.4016,0.0,46.0,9.049,2,image+text
synth_full_00065,full,Is there a red shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.5384,0.3097,0.2181,0.0,45.0,9.049,2,image+text
synth_full_00066,full,What color is the large rectangle?,large rectangle,yellow | yellow | yellow,False,0.0,0.6,0.6667,True,2,a yellow square,large rectangle,large rectangle,0.8549,0.3188,0.2153,0.3084,44.0,9.049,3,image+text
synth_full_00067,full,What color is the large rectangle?,green,lime | lime | green,True,0.3333,1.0,1.0,False,1,green,green,green,0.4856,0.3055,0.1692,0.0,44.0,9.049,2,image+text
synth_full_00068,full,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red,0.9961,0.4923,0.4925,0.0,40.5,9.049,2,image+text
synth_full_00069,full,What is the dominant color in this image?,burgundy,maroon | maroon | dark red,False,0.0,1.0,1.0,True,1,burgundy,burgundy,burgundy,0.7174,0.3991,0.3075,0.0,41.5,9.049,2,image+text
synth_full_00070,full,What color is the circle in this image?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.512,0.2595,0.2416,0.0,44.0,9.049,2,image+text
synth_full_00071,full,What color is the large rectangle?,navy blue,navy | dark blue | navy,True,0.3333,1.0,1.0,False,1,navy blue,navy blue,blue,0.4372,0.2125,0.2133,0.0,44.0,9.049,2,image+text
synth_full_00072,full,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,yellow,1.1735,0.5004,0.4474,0.2137,44.0,9.049,3,image+text
synth_full_00073,full,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue,1.0236,0.4995,0.5134,0.0,38.5,9.049,2,image+text
synth_full_00074,full,What is the dominant color in this image?,blue,cyan | cyan | blue,True,0.3333,0.6,0.6667,False,2,cyan,blue,blue,0.7454,0.3063,0.2145,0.2133,40.0,9.049,3,image+text
synth_full_00075,full,What color is the large rectangle?,the large rectangle is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the large rectangle is purple,the large rectangle is purple,purple,0.7253,0.3544,0.3601,0.0,46.0,9.049,2,image+text
synth_full_00076,full,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,left,0.9434,0.4418,0.4901,0.0,42.5,9.049,2,image+text
synth_full_00077,full,What color is the large rectangle?,large rectangle,yellow | yellow | yellow,False,0.0,0.6,0.6667,True,2,a yellow square,large rectangle,large rectangle,0.8374,0.3051,0.2133,0.3072,42.5,9.049,3,image+text
synth_full_00078,full,What color is the large rectangle?,the large rectangle is green,olive | olive | dark yellow,False,0.0,1.0,1.0,True,1,the large rectangle is green,the large rectangle is green,green,0.7302,0.3547,0.3638,0.0,43.0,9.049,2,image+text
synth_full_00079,full,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.5878,0.3164,0.2603,0.0,46.0,9.049,2,image+text
synth_full_00080,full,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,green,0.7416,0.3727,0.3568,0.0,41.0,9.049,2,image+text
synth_full_00081,full,Is the circle on the left or right side?,is the circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,is the circle on the left side,right side,left,1.0022,0.4486,0.3263,0.215,45.5,9.049,3,image+text
synth_full_00082,full,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.4872,0.3084,0.1683,0.0,41.5,9.049,2,image+text
synth_full_00083,full,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4831,0.2581,0.2148,0.0,41.5,9.049,2,image+text
synth_full_00084,full,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.4843,0.3062,0.1677,0.0,43.5,9.049,2,image+text
synth_full_00085,full,Is there a blue shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.4834,0.2583,0.2143,0.0,41.5,9.049,2,image+text
synth_full_00086,full,What color is the large rectangle?,the large rectangle is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the large rectangle is purple,the large rectangle is purple,purple,0.7354,0.3761,0.3484,0.0,45.0,9.049,2,image+text
synth_full_00087,full,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,purple,0.9071,0.4945,0.4014,0.0,42.5,9.049,2,image+text
synth_full_00088,full,What color is the large rectangle?,large rectangle,yellow | yellow | yellow,False,0.0,0.6,0.6667,True,2,a yellow square,large rectangle,large rectangle,0.839,0.306,0.2135,0.3078,43.0,9.049,3,image+text
synth_full_00089,full,What is the dominant color in this image?,the dominant color is brown,brown | brown | brown,True,1.0,1.0,1.0,False,1,the dominant color is brown,the dominant color is brown,brown,0.8244,0.4003,0.4131,0.0,43.0,9.049,2,image+text
synth_full_00090,full,What is the dominant color in this image?,orange,orange | orange | orange,True,1.0,0.6,0.6667,False,2,the dominant color in this image,orange,orange,0.9262,0.4017,0.3018,0.2103,43.0,9.049,3,image+text
synth_full_00091,full,What color is the large rectangle?,the large rectangle is green,olive | olive | dark yellow,False,0.0,1.0,1.0,True,1,the large rectangle is green,the large rectangle is green,green,0.7248,0.3468,0.3665,0.0,46.0,9.049,2,image+text
synth_full_00092,full,What color is the background?,gray,gray | gray | grey,True,0.6667,1.0,1.0,False,1,gray,gray,gray,0.4379,0.2131,0.2135,0.0,45.5,9.049,2,image+text
synth_full_00093,full,What is the dominant color in this image?,orange,orange | orange | orange,True,1.0,0.6,0.6667,False,2,the dominant color in this image,orange,orange,0.926,0.3994,0.3024,0.2121,44.5,9.049,3,image+text
synth_full_00094,full,What color is the large rectangle?,the large rectangle is green,olive | olive | dark yellow,False,0.0,1.0,1.0,True,1,the large rectangle is green,the large rectangle is green,green,0.714,0.3483,0.3551,0.0,41.0,9.049,2,image+text
synth_full_00095,full,What is the dominant color in this image?,orange,orange | orange | orange,True,1.0,0.6,0.6667,False,2,the dominant color in this image,orange,orange,0.9273,0.3967,0.3073,0.2109,39.5,9.049,3,image+text
synth_full_00096,full,Is the background color light or dark?,a dark background,dark | dark | medium,True,0.6667,1.0,1.0,False,1,a dark background,a dark background,dark,0.6279,0.301,0.3157,0.0,38.5,9.049,2,image+text
synth_full_00097,full,Is there a green shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4854,0.2631,0.2108,0.0,42.0,9.049,2,image+text
synth_full_00098,full,What color is the background?,the background is white,cream | white | beige,True,0.3333,1.0,1.0,False,1,the background is white,the background is white,white,0.6268,0.3035,0.3128,0.0,46.5,9.049,2,image+text
synth_full_00099,full,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red,1.0108,0.5079,0.4922,0.0,42.0,9.049,2,image+text
synth_full_00100,full,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.5932,0.3226,0.2589,0.0,43.5,9.049,2,image+text
synth_full_00101,full,What color is the circle?,a red circle,brown | brown | maroon,False,0.0,0.6,0.6667,True,1,a red circle,maroon,red,0.792,0.3076,0.2598,0.2131,46.0,9.049,3,image+text
synth_full_00102,full,What is the dominant color in this image?,orange,orange | orange | orange,True,1.0,0.6,0.6667,False,2,the dominant color in this image,orange,orange,0.9302,0.3981,0.3066,0.2134,46.0,9.049,3,image+text
synth_full_00103,full,What is the dominant color in this image?,the dominant color in this image is green,olive | olive | green | dark green,True,0.6667,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,green,1.0309,0.5064,0.5136,0.0,42.5,9.049,2,image+text
synth_full_00104,full,Is the circle on the left or right side?,is the circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,is the circle on the left side,right side,left,0.9759,0.4504,0.3027,0.211,42.0,9.049,3,image+text
synth_full_00105,full,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4813,0.2562,0.2144,0.0,44.5,9.049,2,image+text
synth_full_00106,full,Is there a red shape in this image?,no,no | no | no,True,1.0,0.6,0.6667,False,2,yes,no,no,0.6666,0.2726,0.2148,0.1679,45.0,9.049,3,image+text
synth_full_00107,full,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue,0.9986,0.4955,0.492,0.0,44.0,9.049,2,image+text
synth_full_00108,full,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.4841,0.305,0.1688,0.0,41.5,9.049,2,image+text
synth_full_00109,full,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.5301,0.3054,0.2133,0.0,44.5,9.049,2,image+text
synth_full_00110,full,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4932,0.259,0.2236,0.0,45.0,9.049,2,image+text
synth_full_00111,full,What is the dominant color in this image?,the dominant color in this image is blue,teal | teal | cyan | blue-green,False,0.0,1.0,1.0,True,1,the dominant color in this image is blue,the dominant color is blue,blue,0.9113,0.4943,0.4059,0.0,40.0,9.049,2,image+text
synth_full_00112,full,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,purple,0.9127,0.4927,0.409,0.0,41.0,9.049,2,image+text
synth_full_00113,full,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4819,0.2587,0.2124,0.0,44.5,9.049,2,image+text
synth_full_00114,full,What color is the circle?,the circle is green,cyan | cyan | teal | teal,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,green,0.6229,0.3061,0.3064,0.0,42.0,9.049,2,image+text
synth_full_00115,full,Is there a red shape in this image?,no,no | no | no,True,1.0,0.6,0.6667,False,2,yes,no,no,0.6458,0.2561,0.2124,0.1657,42.5,9.049,3,image+text
synth_full_00116,full,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,green,0.712,0.349,0.3522,0.0,46.0,9.049,2,image+text
synth_full_00117,full,Is there a red shape in this image?,no,no | no | no,True,1.0,0.6,0.6667,False,2,yes,no,no,0.6511,0.2578,0.2125,0.1692,42.0,9.049,3,image+text
synth_full_00118,full,What color is the circle in this image?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4868,0.2592,0.2167,0.0,43.0,9.049,2,image+text
synth_full_00119,full,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5408,0.3,0.2298,0.0,40.0,9.049,2,image+text
synth_full_00120,full,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,green,0.8786,0.5135,0.3534,0.0,40.0,9.049,2,image+text
synth_full_00121,full,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.4853,0.3062,0.1681,0.0,46.5,9.049,2,image+text
synth_full_00122,full,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,green,0.8661,0.5025,0.3527,0.0,45.5,9.049,2,image+text
synth_full_00123,full,Is there a blue shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.4836,0.2597,0.2135,0.0,44.0,9.049,2,image+text
synth_full_00124,full,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue,0.9916,0.4889,0.492,0.0,42.0,9.049,2,image+text
synth_full_00125,full,Is there a red shape in this image?,no,no | no | no,True,1.0,0.6,0.6667,False,2,yes,no,no,0.6521,0.259,0.2143,0.1675,42.0,9.049,3,image+text
synth_full_00126,full,Is there a red shape in this image?,no,no | no | no,True,1.0,0.6,0.6667,False,2,yes,no,no,0.6544,0.2613,0.2151,0.1669,45.5,9.049,3,image+text
synth_full_00127,full,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue,0.9834,0.4833,0.489,0.0,41.5,9.049,2,image+text
synth_full_00128,full,Is there a purple shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4821,0.2584,0.2132,0.0,40.5,9.049,2,image+text
synth_full_00129,full,Is there a red shape in this image?,no,no | no | no,True,1.0,0.6,0.6667,False,2,yes,no,no,0.6484,0.2609,0.2104,0.1656,45.5,9.049,3,image+text
synth_full_00130,full,What is the dominant color in this image?,orange,orange | orange | orange,True,1.0,0.6,0.6667,False,2,the dominant color in this image,orange,orange,0.9188,0.3942,0.3028,0.2101,44.5,9.049,3,image+text
synth_full_00131,full,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,yellow,1.1494,0.4835,0.4448,0.2093,43.5,9.049,3,image+text
synth_full_00132,full,What is the dominant color in this image?,the dominant color is brown,brown | brown | brown,True,1.0,1.0,1.0,False,1,the dominant color is brown,the dominant color is brown,brown,0.8095,0.3918,0.4069,0.0,43.0,9.049,2,image+text
synth_full_00133,full,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,white,0.7198,0.3532,0.3556,0.0,43.0,9.049,2,image+text
